,PC1,PC2,PC3
0,0.19737448075001318,0.09846987862161585,-0.06238979882453467
1,-0.052757111370093125,0.06600711259054864,0.051054533153676356
2,-0.17673169980841413,-0.11369907815495416,-0.11517476685777123
3,-0.09655010889869922,0.06503331506788443,0.018604484640392136
4,-0.08349128524504902,-0.06053465776957466,-0.0906440604597945
5,-0.0665849854040897,-0.09285365670400521,-0.051129948755321675
6,-0.03086762946975589,-0.09430928523235399,-0.07540642017998177
7,-0.1756439562033676,-0.09889681357024056,-0.1033580063771998
8,-0.00023160387983362987,0.056573637411712105,-0.031722925232929286
9,-0.050358007141065704,-0.13632849665698488,-0.1012686643417741
10,-0.17250201080769828,-0.09942513279370409,-0.06300038641011349
11,-0.08389219280143091,-0.035891637111701624,-0.08666351815350408
12,-0.20911173797558869,0.20834975003311348,0.029462470520644355
13,-0.3469094869483311,0.08335978748915056,0.013560096640346145
14,0.022148818766720767,0.04715447103166168,0.0025722579224246546
15,-0.10411294612479038,-0.04652029546138763,-0.010900200011512507
16,-0.16800100748515395,-0.13158537840314424,-0.016487989161712274
17,-0.11261253738396523,-0.039567220357206244,-0.05342846343144409
18,-0.029057151795218065,-0.010618961817599207,0.017596539884742968
19,-0.22619915368687937,-0.008279411524296119,0.01582133708904101
20,-0.17200304188484528,-0.10346607437652641,-0.09674987242441824
21,-0.08428131084129023,-0.047857737615034104,-0.05986948948234426
22,-0.24410694935253455,0.017983979753135645,-0.022821816017601054
23,-0.21634929305371353,-0.017249248929709724,0.08883517949488676
24,0.47143740607651324,0.29441965422201427,0.12343342833356581
25,-0.054505324652839575,-0.1004924979574798,-0.08926981341241275
26,-0.1401359319298579,-0.020565870749238914,-0.02360099923381113
27,-0.0833698121155152,-0.11376349467842355,-0.01153974102030318
28,-0.1559744685125734,0.03891604063576474,-0.10771570696234066
29,0.011277893238375605,-0.168692752756145,-0.05034041168064378
30,-0.1756188548771081,-0.1406152181593245,0.06163127329154095
31,0.7143974952833554,-0.062495770449773454,0.13776204792985608
32,-0.0026247334116758798,-0.10768251033123696,0.050593300669433953
33,-0.3544361506029932,-0.04094442579630879,-0.04691006293368483
34,-0.31322375790122875,0.035191038073071786,0.07518586025123059
35,-0.183624902317458,0.06420449859932142,0.08794745161172353
36,0.12172864141012821,-0.12952221058631708,-0.1314701069861447
37,0.029234168845471926,-0.18272263857948612,0.08799336757183568
38,0.45096888787122524,0.0797302051427595,0.1526292168091648
39,-0.08904841084880932,-0.05937874251971247,0.055507698143468384
40,-0.41328373109523237,-0.1232686440571515,-0.07481034405935395
41,0.39482162063703313,0.11529327401216834,0.10166505200175442
42,-0.2560717837479997,0.012693408066057099,-0.05034921617672877
43,-0.1089592443612605,-0.06727685608342304,0.05127883067408273
44,-0.39298258609969494,-0.10489157465395063,-0.0480004106375308
45,0.022660210784702067,0.16763098176827249,-0.05019733490555618
46,-0.3011208544207496,0.0275786705721197,-0.07367499441130501
47,-0.04195046500156815,-0.05920840834275135,0.11007329194074607
48,0.07333557695427445,-0.12646327075825206,0.051968197681080505
49,-0.14761995747493895,-0.034676364762802045,0.10604321798729398
50,0.2938126409972335,0.13975710989734938,-0.017516364679379382
51,0.03306587110690675,-0.2566621869962508,0.008851138440228879
52,-0.06371553767194955,-0.07534134070968193,0.11679803552426991
53,-0.4096806226792949,-0.15062495086288352,-0.0089002349388649
54,-0.30203963470810596,0.06592212685377163,-0.0719391044569631
55,-0.1449819853580037,-0.06822003023952411,0.0922684701639801
56,-0.1739038734714767,0.04355518033558357,0.05987971613786136
57,0.07264530761352289,-0.2057386029091195,0.020793195815079477
58,-0.3499578038522157,-0.12685465260415027,-0.05313679829512644
59,0.021424409650529053,0.0008322108733348798,0.10522185193549942
60,-0.30423551002589255,0.06740255948966209,-0.08067701605392102
61,-0.3465036688433732,-0.08661629607545357,-0.02677105046443183
62,0.08333783109368224,-0.21636585479476717,0.03520679300949064
63,-0.056821434647315955,-0.03652147186256027,-0.027148568907412664
64,0.4669988620667891,0.1031612936370962,0.09131733207369358
65,0.22862300209230108,-0.1921275750685424,-0.07251045265200201
66,-0.049151338501036534,-0.06038559599785647,0.04219392809406158
67,-0.19753972633216907,0.2086348196420786,0.0024229896084450504
68,-0.24856332314721397,0.008184873283512488,-0.0077662735320243245
69,-0.17185266854251577,-0.047777061664944935,0.07324576997759347
70,-0.27456414315177446,-0.09485324636316994,0.041213340170282914
71,0.3127219234057731,-0.016374311940954237,0.0401543028282377
72,0.08514916247845479,-0.14344198607518663,-0.10180277148770717
73,-0.25450953349620103,-0.10669008211252169,0.0015103330503730874
